150 4 1
-0.5555555556 0.25 -0.8644067797 -0.9166666667 1
-0.6666666667 -0.1666666667 -0.8644067797 -0.9166666667 1
-0.7777777778 0 -0.8983050847 -0.9166666667 1
-0.8333333333 -0.0833333333 -0.8305084746 -0.9166666667 1
-0.6111111111 0.3333333333 -0.8644067797 -0.9166666667 1
-0.3888888889 0.5833333333 -0.7627118644 -0.75 1
-0.8333333333 0.1666666667 -0.8644067797 -0.8333333333 1
-0.6111111111 0.1666666667 -0.8305084746 -0.9166666667 1
-0.9444444444 -0.25 -0.8644067797 -0.9166666667 1
-0.6666666667 -0.0833333333 -0.8305084746 -1 1
-0.3888888889 0.4166666667 -0.8305084746 -0.9166666667 1
-0.7222222222 0.1666666667 -0.7966101695 -0.9166666667 1
-0.7222222222 -0.1666666667 -0.8644067797 -1 1
-1 -0.1666666667 -0.9661016949 -1 1
-0.1666666667 0.6666666667 -0.9322033898 -0.9166666667 1
-0.2222222222 1 -0.8305084746 -0.75 1
-0.3888888889 0.5833333333 -0.8983050847 -0.75 1
-0.5555555556 0.25 -0.8644067797 -0.8333333333 1
-0.2222222222 0.5 -0.7627118644 -0.8333333333 1
-0.5555555556 0.5 -0.8305084746 -0.8333333333 1
-0.3888888889 0.1666666667 -0.7627118644 -0.9166666667 1
-0.5555555556 0.4166666667 -0.8305084746 -0.75 1
-0.8333333333 0.3333333333 -1 -0.9166666667 1
-0.5555555556 0.0833333333 -0.7627118644 -0.6666666667 1
-0.7222222222 0.1666666667 -0.6949152542 -0.9166666667 1
-0.6111111111 -0.1666666667 -0.7966101695 -0.9166666667 1
-0.6111111111 0.1666666667 -0.7966101695 -0.75 1
-0.5 0.25 -0.8305084746 -0.9166666667 1
-0.5 0.1666666667 -0.8644067797 -0.9166666667 1
-0.7777777778 0 -0.7966101695 -0.9166666667 1
-0.7222222222 -0.0833333333 -0.7966101695 -0.9166666667 1
-0.3888888889 0.1666666667 -0.8305084746 -0.75 1
-0.5 0.75 -0.8305084746 -1 1
-0.3333333333 0.8333333333 -0.8644067797 -0.9166666667 1
-0.6666666667 -0.0833333333 -0.8305084746 -0.9166666667 1
-0.6111111111 0 -0.9322033898 -0.9166666667 1
-0.3333333333 0.25 -0.8983050847 -0.9166666667 1
-0.6666666667 0.3333333333 -0.8644067797 -1 1
-0.9444444444 -0.1666666667 -0.8983050847 -0.9166666667 1
-0.5555555556 0.1666666667 -0.8305084746 -0.9166666667 1
-0.6111111111 0.25 -0.8983050847 -0.8333333333 1
-0.8888888889 -0.75 -0.8983050847 -0.8333333333 1
-0.9444444444 0 -0.8983050847 -0.9166666667 1
-0.6111111111 0.25 -0.7966101695 -0.5833333333 1
-0.5555555556 0.5 -0.6949152542 -0.75 1
-0.7222222222 -0.1666666667 -0.8644067797 -0.8333333333 1
-0.5555555556 0.5 -0.7966101695 -0.9166666667 1
-0.8333333333 0 -0.8644067797 -0.9166666667 1
-0.4444444444 0.4166666667 -0.8305084746 -0.9166666667 1
-0.6111111111 0.0833333333 -0.8644067797 -0.9166666667 1
0.5 0 0.2542372881 0.0833333333 2
0.1666666667 0 0.186440678 0.1666666667 2
0.4444444444 -0.0833333333 0.3220338983 0.1666666667 2
-0.3333333333 -0.75 0.0169491525 0 2
0.2222222222 -0.3333333333 0.2203389831 0.1666666667 2
-0.2222222222 -0.3333333333 0.186440678 0 2
0.1111111111 0.0833333333 0.2542372881 0.25 2
-0.6666666667 -0.6666666667 -0.2203389831 -0.25 2
0.2777777778 -0.25 0.2203389831 0 2
-0.5 -0.4166666667 -0.0169491525 0.0833333333 2
-0.6111111111 -1 -0.1525423729 -0.25 2
-0.1111111111 -0.1666666667 0.0847457627 0.1666666667 2
-0.0555555556 -0.8333333333 0.0169491525 -0.25 2
0 -0.25 0.2542372881 0.0833333333 2
-0.2777777778 -0.25 -0.1186440678 0 2
0.3333333333 -0.0833333333 0.1525423729 0.0833333333 2
-0.2777777778 -0.1666666667 0.186440678 0.1666666667 2
-0.1666666667 -0.4166666667 0.0508474576 -0.25 2
0.0555555556 -0.8333333333 0.186440678 0.1666666667 2
-0.2777777778 -0.5833333333 -0.0169491525 -0.1666666667 2
-0.1111111111 0 0.2881355932 0.4166666667 2
0 -0.3333333333 0.0169491525 0 2
0.1111111111 -0.5833333333 0.3220338983 0.1666666667 2
0 -0.3333333333 0.2542372881 -0.0833333333 2
0.1666666667 -0.25 0.1186440678 0 2
0.2777777778 -0.1666666667 0.1525423729 0.0833333333 2
0.3888888889 -0.3333333333 0.2881355932 0.0833333333 2
